instant,dteday,season,yr,mnth,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,hr
10053,2012-02-28,1,1,2,0,2,1,1,0.34,0.3485,0.46,0.1045,10,178,188,21.0
10054,2012-02-28,1,1,2,0,2,1,1,0.34,0.3485,0.46,0.1045,6,95,101,22.0
10055,2012-02-28,1,1,2,0,2,1,1,0.32,0.303,0.53,0.2239,4,61,65,23.0
10056,2012-02-29,1,1,2,0,3,1,1,0.32,0.3333,0.53,0.1045,2,30,32,0.0
10057,2012-02-29,1,1,2,0,3,1,1,0.32,0.3333,0.49,0.1045,0,6,6,1.0
10058,2012-02-29,1,1,2,0,3,1,1,0.3,0.2879,0.56,0.2239,0,4,4,2.0
10059,2012-02-29,1,1,2,0,3,1,1,0.28,0.303,0.7,0.0896,0,2,2,3.0
10060,2012-02-29,1,1,2,0,3,1,1,0.26,0.2879,0.75,0.0896,0,29,29,5.0
10061,2012-02-29,1,1,2,0,3,1,2,0.28,0.303,0.75,0.0896,4,100,104,6.0
10062,2012-02-29,1,1,2,0,3,1,2,0.26,0.2727,0.81,0.1343,11,242,253,7.0
10063,2012-02-29,1,1,2,0,3,1,2,0.28,0.2879,0.75,0.1045,2,114,116,8.0
10064,2012-02-29,1,1,2,0,3,1,3,0.3,0.303,0.81,0.1642,5,33,38,9.0
10065,2012-02-29,1,1,2,0,3,1,3,0.3,0.303,0.81,0.1642,0,10,10,10.0
10066,2012-02-29,1,1,2,0,3,1,3,0.3,0.2879,0.87,0.194,1,9,10,11.0
10067,2012-02-29,1,1,2,0,3,1,3,0.32,0.303,0.93,0.3284,1,69,70,12.0
10068,2012-02-29,1,1,2,0,3,1,2,0.36,0.3333,0.93,0.3582,4,72,76,13.0
10069,2012-02-29,1,1,2,0,3,1,2,0.36,0.3333,0.93,0.3582,2,54,56,14.0
10070,2012-02-29,1,1,2,0,3,1,2,0.4,0.4091,0.82,0.2836,3,87,90,15.0
10071,2012-02-29,1,1,2,0,3,1,3,0.4,0.4091,0.82,0.2239,5,162,167,16.0
10072,2012-02-29,1,1,2,0,3,1,2,0.4,0.4091,0.87,0.1642,7,246,253,17.0
10073,2012-02-29,1,1,2,0,3,1,3,0.4,0.4091,0.87,0.194,11,181,192,18.0
10074,2012-02-29,1,1,2,0,3,1,2,0.4,0.4091,0.87,0.1045,0,102,102,19.0
10075,2012-02-29,1,1,2,0,3,1,3,0.42,0.4242,0.88,0.1642,2,95,97,20.0
10076,2012-02-29,1,1,2,0,3,1,3,0.42,0.4242,0.88,0.1642,0,39,39,21.0
10077,2012-02-29,1,1,2,0,3,1,3,0.42,0.4242,0.94,0.2537,2,53,55,22.0
10078,2012-02-29,1,1,2,0,3,1,3,0.42,0.4242,0.94,0.2537,3,30,33,23.0
10079,2012-03-01,1,1,3,0,4,1,2,0.42,0.4242,0.94,0.194,1,10,11,0.0
10080,2012-03-01,1,1,3,0,4,1,3,0.46,0.4545,0.94,0.1045,0,12,12,1.0
10081,2012-03-01,1,1,3,0,4,1,2,0.46,0.4545,0.94,0.2836,0,6,6,2.0
10082,2012-03-01,1,1,3,0,4,1,1,0.46,0.4545,0.94,0.2239,0,3,3,3.0
10083,2012-03-01,1,1,3,0,4,1,1,0.48,0.4697,0.88,0.194,0,5,5,4.0
10084,2012-03-01,1,1,3,0,4,1,1,0.48,0.4697,0.88,0.1642,0,18,18,5.0
10085,2012-03-01,1,1,3,0,4,1,2,0.42,0.4242,0.94,0.194,2,107,109,6.0
10086,2012-03-01,1,1,3,0,4,1,2,0.44,0.4394,0.94,0.1343,8,296,304,7.0
10087,2012-03-01,1,1,3,0,4,1,1,0.42,0.4242,0.94,0.1343,15,579,594,8.0
10088,2012-03-01,1,1,3,0,4,1,1,0.46,0.4545,0.77,0.2537,5,281,286,9.0
10089,2012-03-01,1,1,3,0,4,1,1,0.52,0.5,0.55,0.1642,11,122,133,10.0
10090,2012-03-01,1,1,3,0,4,1,1,0.56,0.5303,0.43,0.194,19,149,168,11.0
10091,2012-03-01,1,1,3,0,4,1,1,0.56,0.5303,0.37,0.2239,16,204,220,12.0
10092,2012-03-01,1,1,3,0,4,1,1,0.58,0.5455,0.32,0.2537,24,187,211,13.0
10093,2012-03-01,1,1,3,0,4,1,1,0.58,0.5455,0.35,0.2239,37,174,211,14.0
10094,2012-03-01,1,1,3,0,4,1,1,0.6,0.6212,0.31,0.2537,31,192,223,15.0
10095,2012-03-01,1,1,3,0,4,1,1,0.58,0.5455,0.32,0.2985,38,323,361,16.0
10096,2012-03-01,1,1,3,0,4,1,1,0.56,0.5303,0.35,0.2985,49,551,600,17.0
10097,2012-03-01,1,1,3,0,4,1,1,0.54,0.5152,0.34,0.3582,27,498,525,18.0
10098,2012-03-01,1,1,3,0,4,1,1,0.48,0.4697,0.41,0.3284,11,317,328,19.0
10099,2012-03-01,1,1,3,0,4,1,1,0.44,0.4394,0.44,0.4179,12,242,254,20.0
10100,2012-03-01,1,1,3,0,4,1,1,0.42,0.4242,0.47,0.4627,7,190,197,21.0
10101,2012-03-01,1,1,3,0,4,1,1,0.38,0.3939,0.5,0.2537,3,123,126,22.0
10102,2012-03-01,1,1,3,0,4,1,1,0.36,0.3485,0.5,0.2239,9,76,85,23.0
10103,2012-03-02,1,1,3,0,5,1,1,0.34,0.3333,0.53,0.1642,1,45,46,0.0
10104,2012-03-02,1,1,3,0,5,1,1,0.34,0.3182,0.49,0.2239,2,18,20,1.0
10105,2012-03-02,1,1,3,0,5,1,1,0.34,0.3182,0.53,0.2836,2,4,6,2.0
10106,2012-03-02,1,1,3,0,5,1,1,0.32,0.3182,0.57,0.194,0,3,3,3.0
10107,2012-03-02,1,1,3,0,5,1,1,0.32,0.3485,0.61,0.194,0,2,2,4.0
10108,2012-03-02,1,1,3,0,5,1,1,0.3,0.3333,0.7,0.194,0,24,24,5.0
10109,2012-03-02,1,1,3,0,5,1,1,0.3,0.3333,0.7,0.194,4,88,92,6.0
10110,2012-03-02,1,1,3,0,5,1,1,0.3,0.3333,0.7,0.194,4,258,262,7.0
10111,2012-03-02,1,1,3,0,5,1,1,0.28,0.303,0.75,0.0896,16,533,549,8.0
10112,2012-03-02,1,1,3,0,5,1,1,0.3,0.3333,0.81,0.194,15,299,314,9.0
10113,2012-03-02,1,1,3,0,5,1,1,0.36,0.3485,0.5,0.1642,14,118,132,10.0
10114,2012-03-02,1,1,3,0,5,1,1,0.38,0.3939,0.46,0.194,40,154,194,11.0
10115,2012-03-02,1,1,3,0,5,1,1,0.4,0.4091,0.43,0.1642,40,194,234,12.0
10116,2012-03-02,1,1,3,0,5,1,1,0.42,0.4242,0.44,0.2239,31,191,222,13.0
10117,2012-03-02,1,1,3,0,5,1,2,0.44,0.4394,0.44,0.2836,29,176,205,14.0
10118,2012-03-02,1,1,3,0,5,1,2,0.42,0.4242,0.5,0.2985,5,73,78,15.0
10119,2012-03-02,1,1,3,0,5,1,3,0.4,0.4091,0.58,0.2985,1,49,50,16.0
10120,2012-03-02,1,1,3,0,5,1,3,0.36,0.3485,0.81,0.2239,5,123,128,17.0
10121,2012-03-02,1,1,3,0,5,1,3,0.36,0.3485,0.87,0.194,6,154,160,18.0
10122,2012-03-02,1,1,3,0,5,1,3,0.36,0.3485,0.87,0.194,12,162,174,19.0
10123,2012-03-02,1,1,3,0,5,1,2,0.36,0.3485,0.87,0.194,7,93,100,20.0
10124,2012-03-02,1,1,3,0,5,1,3,0.36,0.3636,0.87,0.0896,2,99,101,21.0
10125,2012-03-02,1,1,3,0,5,1,2,0.36,0.3788,0.87,0.194,6,69,75,22.0
10126,2012-03-02,1,1,3,0,5,1,2,0.36,0.3788,0.87,0.194,4,19,23,23.0
10127,2012-03-03,1,1,3,0,6,0,3,0.36,0.3636,0.93,0.0896,1,21,22,0.0
10128,2012-03-03,1,1,3,0,6,0,3,0.36,0.3788,0.93,0.194,0,44,44,1.0
10129,2012-03-03,1,1,3,0,6,0,3,0.36,0.3636,0.93,0.0896,4,34,38,2.0
10130,2012-03-03,1,1,3,0,6,0,2,0.36,0.3485,0.93,0.1642,1,20,21,3.0
10131,2012-03-03,1,1,3,0,6,0,2,0.36,0.3485,0.93,0.194,0,2,2,4.0
10132,2012-03-03,1,1,3,0,6,0,2,0.36,0.3636,0.93,0.0896,1,1,2,5.0
10133,2012-03-03,1,1,3,0,6,0,2,0.36,0.3636,0.93,0.0896,1,6,7,6.0
10134,2012-03-03,1,1,3,0,6,0,2,0.36,0.3485,0.93,0.1343,2,14,16,7.0
10135,2012-03-03,1,1,3,0,6,0,3,0.36,0.3788,0.93,0.194,2,46,48,8.0
10136,2012-03-03,1,1,3,0,6,0,3,0.38,0.3939,0.87,0.0896,7,87,94,9.0
10137,2012-03-03,1,1,3,0,6,0,2,0.4,0.4091,0.87,0.194,31,137,168,10.0
10138,2012-03-03,1,1,3,0,6,0,2,0.4,0.4091,0.87,0.0896,33,181,214,11.0
10139,2012-03-03,1,1,3,0,6,0,2,0.42,0.4242,0.67,0.2537,47,252,299,12.0
10140,2012-03-03,1,1,3,0,6,0,1,0.44,0.4394,0.51,0.2836,87,252,339,13.0
10141,2012-03-03,1,1,3,0,6,0,2,0.46,0.4545,0.44,0.3582,151,279,430,14.0
10142,2012-03-03,1,1,3,0,6,0,1,0.48,0.4697,0.29,0.2985,145,254,399,15.0
10143,2012-03-03,1,1,3,0,6,0,1,0.5,0.4848,0.27,0.2985,167,300,467,16.0
10144,2012-03-03,1,1,3,0,6,0,1,0.5,0.4848,0.23,0.3284,106,279,385,17.0
10145,2012-03-03,1,1,3,0,6,0,1,0.5,0.4848,0.25,0.2537,53,250,303,18.0
10146,2012-03-03,1,1,3,0,6,0,1,0.46,0.4545,0.33,0.1642,34,191,225,19.0
10147,2012-03-03,1,1,3,0,6,0,1,0.44,0.4394,0.3,0.1343,28,121,149,20.0
10148,2012-03-03,1,1,3,0,6,0,1,0.46,0.4545,0.19,0.3284,24,130,154,21.0
10149,2012-03-03,1,1,3,0,6,0,1,0.44,0.4394,0.21,0.1343,19,115,134,22.0
10150,2012-03-03,1,1,3,0,6,0,1,0.42,0.4242,0.24,0.194,12,94,106,23.0
10151,2012-03-04,1,1,3,0,0,0,2,0.4,0.4091,0.3,0.3582,5,67,72,0.0
10152,2012-03-04,1,1,3,0,0,0,2,0.38,0.3939,0.34,0.194,16,60,76,1.0
10153,2012-03-04,1,1,3,0,0,0,2,0.36,0.3485,0.4,0.1642,14,66,80,2.0
10154,2012-03-04,1,1,3,0,0,0,2,0.36,0.3485,0.43,0.1343,5,21,26,3.0
10155,2012-03-04,1,1,3,0,0,0,2,0.34,0.3333,0.46,0.194,3,11,14,4.0
10156,2012-03-04,1,1,3,0,0,0,2,0.34,0.3182,0.46,0.2239,0,5,5,5.0
10157,2012-03-04,1,1,3,0,0,0,2,0.3,0.2727,0.52,0.2985,0,5,5,6.0
10158,2012-03-04,1,1,3,0,0,0,2,0.3,0.2727,0.52,0.2985,2,21,23,7.0
10159,2012-03-04,1,1,3,0,0,0,1,0.3,0.2727,0.52,0.3284,12,54,66,8.0
10160,2012-03-04,1,1,3,0,0,0,1,0.3,0.2727,0.49,0.4478,14,104,118,9.0
10161,2012-03-04,1,1,3,0,0,0,1,0.3,0.2727,0.49,0.3284,31,161,192,10.0
10162,2012-03-04,1,1,3,0,0,0,1,0.32,0.2879,0.45,0.3881,64,192,256,11.0
10163,2012-03-04,1,1,3,0,0,0,1,0.34,0.303,0.42,0.3582,71,256,327,12.0
10164,2012-03-04,1,1,3,0,0,0,1,0.36,0.3333,0.37,0.3582,108,256,364,13.0
10165,2012-03-04,1,1,3,0,0,0,1,0.36,0.3333,0.34,0.3582,106,226,332,14.0
10166,2012-03-04,1,1,3,0,0,0,1,0.36,0.3182,0.32,0.5224,82,252,334,15.0
10167,2012-03-04,1,1,3,0,0,0,1,0.36,0.3182,0.29,0.4925,68,231,299,16.0
10168,2012-03-04,1,1,3,0,0,0,1,0.34,0.2879,0.31,0.5522,49,214,263,17.0
10169,2012-03-04,1,1,3,0,0,0,1,0.32,0.2727,0.33,0.6119,20,164,184,18.0
10170,2012-03-04,1,1,3,0,0,0,1,0.3,0.2576,0.36,0.4925,12,120,132,19.0
10171,2012-03-04,1,1,3,0,0,0,1,0.28,0.2727,0.38,0.2537,8,80,88,20.0
10172,2012-03-04,1,1,3,0,0,0,1,0.28,0.2727,0.36,0.2239,9,70,79,21.0
10173,2012-03-04,1,1,3,0,0,0,1,0.26,0.2424,0.41,0.2537,9,53,62,22.0
10174,2012-03-04,1,1,3,0,0,0,1,0.26,0.2576,0.41,0.194,2,24,26,23.0
10175,2012-03-05,1,1,3,0,1,1,1,0.24,0.2273,0.44,0.194,2,15,17,0.0
10176,2012-03-05,1,1,3,0,1,1,1,0.24,0.2424,0.48,0.1343,3,3,6,1.0
10177,2012-03-05,1,1,3,0,1,1,1,0.24,0.2424,0.48,0.1343,1,3,4,2.0
10178,2012-03-05,1,1,3,0,1,1,1,0.22,0.2273,0.51,0.1642,0,1,1,3.0
10179,2012-03-05,1,1,3,0,1,1,1,0.2,0.2273,0.55,0.0896,0,1,1,4.0
10180,2012-03-05,1,1,3,0,1,1,1,0.2,0.2273,0.55,0.0896,1,17,18,5.0
10181,2012-03-05,1,1,3,0,1,1,1,0.18,0.197,0.59,0.1343,2,89,91,6.0
10182,2012-03-05,1,1,3,0,1,1,1,0.18,0.197,0.59,0.1343,7,253,260,7.0
10183,2012-03-05,1,1,3,0,1,1,1,0.2,0.2273,0.59,0.1045,13,415,428,8.0
10184,2012-03-05,1,1,3,0,1,1,2,0.22,0.2576,0.6,0.0896,11,186,197,9.0
10185,2012-03-05,1,1,3,0,1,1,2,0.24,0.2576,0.6,0.194,12,74,86,10.0
10186,2012-03-05,1,1,3,0,1,1,2,0.26,0.2727,0.56,0.1343,17,86,103,11.0
10187,2012-03-05,1,1,3,0,1,1,2,0.26,0.303,0.52,0.194,15,122,137,12.0
10188,2012-03-05,1,1,3,0,1,1,2,0.26,0.2576,0.55,0.2985,11,109,120,13.0
10189,2012-03-05,1,1,3,0,1,1,2,0.28,0.2576,0.57,0.3582,13,115,128,14.0
10190,2012-03-05,1,1,3,0,1,1,2,0.3,0.2879,0.53,0.194,20,110,130,15.0
10191,2012-03-05,1,1,3,0,1,1,1,0.3,0.2727,0.45,0.2985,30,180,210,16.0
10192,2012-03-05,1,1,3,0,1,1,3,0.3,0.2727,0.45,0.2985,11,376,387,17.0
10193,2012-03-05,1,1,3,0,1,1,3,0.28,0.2273,0.55,0.6567,12,363,375,18.0
10194,2012-03-05,1,1,3,0,1,1,1,0.26,0.2576,0.53,0.2239,6,220,226,19.0
10195,2012-03-05,1,1,3,0,1,1,1,0.26,0.2273,0.37,0.4627,8,171,179,20.0
10196,2012-03-05,1,1,3,0,1,1,1,0.26,0.2273,0.37,0.3881,4,116,120,21.0
10197,2012-03-05,1,1,3,0,1,1,1,0.24,0.2121,0.35,0.3284,2,76,78,22.0
10198,2012-03-05,1,1,3,0,1,1,1,0.22,0.1818,0.37,0.5821,2,29,31,23.0
10199,2012-03-06,1,1,3,0,2,1,1,0.22,0.2121,0.37,0.2985,0,8,8,0.0
10200,2012-03-06,1,1,3,0,2,1,1,0.2,0.197,0.44,0.2537,0,6,6,1.0
10201,2012-03-06,1,1,3,0,2,1,1,0.2,0.197,0.44,0.2239,0,4,4,2.0
10202,2012-03-06,1,1,3,0,2,1,1,0.18,0.1667,0.51,0.2836,0,1,1,3.0
10203,2012-03-06,1,1,3,0,2,1,1,0.18,0.1667,0.51,0.2985,0,3,3,4.0
10204,2012-03-06,1,1,3,0,2,1,1,0.18,0.1818,0.51,0.2239,0,25,25,5.0
10205,2012-03-06,1,1,3,0,2,1,1,0.18,0.2121,0.51,0.1045,3,99,102,6.0
10206,2012-03-06,1,1,3,0,2,1,1,0.16,0.1818,0.55,0.1343,5,270,275,7.0
10207,2012-03-06,1,1,3,0,2,1,1,0.16,0.1818,0.59,0.1045,14,487,501,8.0
10208,2012-03-06,1,1,3,0,2,1,1,0.22,0.2727,0.47,0.194,11,222,233,9.0
10209,2012-03-06,1,1,3,0,2,1,1,0.24,0.2576,0.44,0.194,16,113,129,10.0
10210,2012-03-06,1,1,3,0,2,1,1,0.26,0.2576,0.41,0.1642,20,110,130,11.0
10211,2012-03-06,1,1,3,0,2,1,1,0.26,0.2727,0.41,0.1045,9,129,138,12.0
10212,2012-03-06,1,1,3,0,2,1,1,0.3,0.303,0.39,0.1343,16,148,164,13.0
10213,2012-03-06,1,1,3,0,2,1,1,0.32,0.303,0.36,0.2239,20,116,136,14.0
10214,2012-03-06,1,1,3,0,2,1,1,0.34,0.303,0.36,0.2985,24,142,166,15.0
10215,2012-03-06,1,1,3,0,2,1,1,0.36,0.3333,0.32,0.2836,22,228,250,16.0
10216,2012-03-06,1,1,3,0,2,1,1,0.36,0.3333,0.34,0.2836,21,425,446,17.0
10217,2012-03-06,1,1,3,0,2,1,1,0.34,0.303,0.42,0.3284,15,442,457,18.0
10218,2012-03-06,1,1,3,0,2,1,1,0.34,0.303,0.46,0.2985,9,278,287,19.0
10219,2012-03-06,1,1,3,0,2,1,1,0.32,0.3182,0.49,0.194,3,184,187,20.0
10220,2012-03-06,1,1,3,0,2,1,1,0.32,0.3182,0.49,0.194,5,143,148,21.0
10221,2012-03-06,1,1,3,0,2,1,1,0.28,0.2727,0.56,0.1642,5,101,106,22.0
10222,2012-03-06,1,1,3,0,2,1,1,0.28,0.2727,0.61,0.2239,3,51,54,23.0
10223,2012-03-07,1,1,3,0,3,1,1,0.28,0.2576,0.65,0.2836,3,12,15,0.0
10224,2012-03-07,1,1,3,0,3,1,1,0.3,0.2727,0.61,0.2985,1,4,5,1.0
10225,2012-03-07,1,1,3,0,3,1,1,0.3,0.2879,0.56,0.2836,0,4,4,2.0
10226,2012-03-07,1,1,3,0,3,1,1,0.3,0.2727,0.56,0.3582,1,2,3,3.0
10227,2012-03-07,1,1,3,0,3,1,1,0.28,0.2576,0.61,0.3284,0,3,3,4.0
10228,2012-03-07,1,1,3,0,3,1,1,0.28,0.2576,0.56,0.2985,0,18,18,5.0
10229,2012-03-07,1,1,3,0,3,1,1,0.28,0.2576,0.61,0.3881,4,104,108,6.0
10230,2012-03-07,1,1,3,0,3,1,1,0.26,0.2273,0.65,0.3881,12,332,344,7.0
10231,2012-03-07,1,1,3,0,3,1,1,0.28,0.2576,0.61,0.2985,12,554,566,8.0
10232,2012-03-07,1,1,3,0,3,1,1,0.3,0.2727,0.61,0.3284,12,252,264,9.0
10233,2012-03-07,1,1,3,0,3,1,1,0.36,0.3333,0.5,0.2985,20,127,147,10.0
10234,2012-03-07,1,1,3,0,3,1,1,0.42,0.4242,0.38,0.2985,33,128,161,11.0
10235,2012-03-07,1,1,3,0,3,1,1,0.44,0.4394,0.38,0.3881,40,175,215,12.0
10236,2012-03-07,1,1,3,0,3,1,1,0.5,0.4848,0.34,0.4179,26,179,205,13.0
10237,2012-03-07,1,1,3,0,3,1,1,0.52,0.5,0.36,0.3284,38,137,175,14.0
10238,2012-03-07,1,1,3,0,3,1,1,0.54,0.5152,0.37,0.4478,44,165,209,15.0
10239,2012-03-07,1,1,3,0,3,1,1,0.56,0.5303,0.37,0.4179,34,254,288,16.0
10240,2012-03-07,1,1,3,0,3,1,1,0.56,0.5303,0.43,0.4925,58,554,612,17.0
10241,2012-03-07,1,1,3,0,3,1,1,0.56,0.5303,0.4,0.4627,35,509,544,18.0
10242,2012-03-07,1,1,3,0,3,1,1,0.54,0.5152,0.42,0.3582,16,345,361,19.0
10243,2012-03-07,1,1,3,0,3,1,1,0.5,0.4848,0.51,0.2537,18,242,260,20.0
10244,2012-03-07,1,1,3,0,3,1,1,0.44,0.4394,0.62,0.2537,11,177,188,21.0
10245,2012-03-07,1,1,3,0,3,1,1,0.46,0.4545,0.59,0.2985,10,149,159,22.0
10246,2012-03-07,1,1,3,0,3,1,1,0.44,0.4394,0.62,0.3284,4,58,62,23.0
10247,2012-03-08,1,1,3,0,4,1,1,0.44,0.4394,0.62,0.3284,11,35,46,0.0
10248,2012-03-08,1,1,3,0,4,1,1,0.46,0.4545,0.63,0.3284,4,17,21,1.0
10249,2012-03-08,1,1,3,0,4,1,1,0.46,0.4545,0.63,0.3881,6,5,11,2.0
10250,2012-03-08,1,1,3,0,4,1,1,0.46,0.4545,0.63,0.3881,0,3,3,3.0
10251,2012-03-08,1,1,3,0,4,1,1,0.44,0.4394,0.72,0.2836,0,2,2,4.0
10252,2012-03-08,1,1,3,0,4,1,1,0.42,0.4242,0.77,0.2239,1,28,29,5.0
10253,2012-03-08,1,1,3,0,4,1,1,0.42,0.4242,0.77,0.2537,4,105,109,6.0
10254,2012-03-08,1,1,3,0,4,1,1,0.42,0.4242,0.77,0.3582,8,326,334,7.0
10255,2012-03-08,1,1,3,0,4,1,1,0.44,0.4394,0.77,0.3881,12,573,585,8.0
10256,2012-03-08,1,1,3,0,4,1,1,0.46,0.4545,0.72,0.4627,19,282,301,9.0
10257,2012-03-08,1,1,3,0,4,1,1,0.5,0.4848,0.68,0.4627,19,119,138,10.0
10258,2012-03-08,1,1,3,0,4,1,2,0.54,0.5152,0.6,0.4627,48,156,204,11.0
10259,2012-03-08,1,1,3,0,4,1,2,0.56,0.5303,0.6,0.4478,27,224,251,12.0
10260,2012-03-08,1,1,3,0,4,1,2,0.6,0.6212,0.49,0.6418,35,198,233,13.0
10261,2012-03-08,1,1,3,0,4,1,2,0.62,0.6212,0.43,0.6418,48,155,203,14.0
10262,2012-03-08,1,1,3,0,4,1,1,0.64,0.6212,0.38,0.6866,24,161,185,15.0
10263,2012-03-08,1,1,3,0,4,1,2,0.62,0.6212,0.41,0.6418,37,305,342,16.0
10264,2012-03-08,1,1,3,0,4,1,1,0.62,0.6212,0.38,0.6567,52,545,597,17.0
10265,2012-03-08,1,1,3,0,4,1,2,0.62,0.6212,0.38,0.5522,45,545,590,18.0
10266,2012-03-08,1,1,3,0,4,1,2,0.6,0.6212,0.4,0.4478,21,395,416,19.0
10267,2012-03-08,1,1,3,0,4,1,2,0.6,0.6212,0.43,0.3881,20,282,302,20.0
10268,2012-03-08,1,1,3,0,4,1,1,0.6,0.6212,0.43,0.3881,27,206,233,21.0
10269,2012-03-08,1,1,3,0,4,1,1,0.56,0.5303,0.49,0.3284,12,141,153,22.0
10270,2012-03-08,1,1,3,0,4,1,2,0.56,0.5303,0.49,0.4478,6,88,94,23.0
10271,2012-03-09,1,1,3,0,5,1,2,0.58,0.5455,0.49,0.4627,3,51,54,0.0
10272,2012-03-09,1,1,3,0,5,1,3,0.56,0.5303,0.52,0.4925,4,22,26,1.0
10273,2012-03-09,1,1,3,0,5,1,3,0.48,0.4697,0.77,0.4179,2,9,11,2.0
10274,2012-03-09,1,1,3,0,5,1,1,0.46,0.4545,0.77,0.5224,0,7,7,3.0
10275,2012-03-09,1,1,3,0,5,1,3,0.4,0.4091,0.66,0.2836,0,1,1,4.0
10276,2012-03-09,1,1,3,0,5,1,3,0.4,0.4091,0.66,0.2836,2,27,29,5.0
10277,2012-03-09,1,1,3,0,5,1,2,0.4,0.4091,0.5,0.3582,2,83,85,6.0
10278,2012-03-09,1,1,3,0,5,1,2,0.38,0.3939,0.4,0.2985,6,262,268,7.0
10279,2012-03-09,1,1,3,0,5,1,2,0.34,0.2879,0.42,0.5224,17,484,501,8.0
10280,2012-03-09,1,1,3,0,5,1,2,0.34,0.2879,0.42,0.5224,17,267,284,9.0
10281,2012-03-09,1,1,3,0,5,1,2,0.34,0.2879,0.36,0.4925,14,145,159,10.0
10282,2012-03-09,1,1,3,0,5,1,2,0.36,0.3333,0.34,0.3582,17,170,187,11.0
10283,2012-03-09,1,1,3,0,5,1,1,0.36,0.3333,0.34,0.4179,27,174,201,12.0
10284,2012-03-09,1,1,3,0,5,1,2,0.38,0.3939,0.29,0.3881,49,175,224,13.0
10285,2012-03-09,1,1,3,0,5,1,1,0.42,0.4242,0.28,0.4627,49,129,178,14.0
10286,2012-03-09,1,1,3,0,5,1,1,0.46,0.4545,0.24,0.2537,50,188,238,15.0
10287,2012-03-09,1,1,3,0,5,1,1,0.48,0.4697,0.23,0.4179,51,292,343,16.0
10288,2012-03-09,1,1,3,0,5,1,1,0.46,0.4545,0.24,0.3881,68,498,566,17.0
10289,2012-03-09,1,1,3,0,5,1,1,0.44,0.4394,0.26,0.5224,30,440,470,18.0
10290,2012-03-09,1,1,3,0,5,1,1,0.42,0.4242,0.28,0.6119,12,232,244,19.0
10291,2012-03-09,1,1,3,0,5,1,1,0.38,0.3939,0.32,0.3582,3,156,159,20.0
10292,2012-03-09,1,1,3,0,5,1,1,0.36,0.3333,0.34,0.3284,8,133,141,21.0
10293,2012-03-09,1,1,3,0,5,1,1,0.34,0.2879,0.31,0.4925,7,100,107,22.0
10294,2012-03-09,1,1,3,0,5,1,1,0.32,0.303,0.33,0.2985,9,77,86,23.0
10295,2012-03-10,1,1,3,0,6,0,1,0.3,0.2727,0.36,0.3582,9,68,77,0.0
10296,2012-03-10,1,1,3,0,6,0,1,0.3,0.2879,0.36,0.2537,1,50,51,1.0
10297,2012-03-10,1,1,3,0,6,0,1,0.26,0.2424,0.41,0.2537,12,30,42,2.0
10298,2012-03-10,1,1,3,0,6,0,1,0.26,0.2273,0.41,0.2985,0,16,16,3.0
10299,2012-03-10,1,1,3,0,6,0,1,0.24,0.2121,0.41,0.3582,1,3,4,4.0
10300,2012-03-10,1,1,3,0,6,0,1,0.22,0.2121,0.42,0.2836,3,7,10,5.0
10301,2012-03-10,1,1,3,0,6,0,1,0.22,0.2121,0.44,0.2836,1,11,12,6.0
10302,2012-03-10,1,1,3,0,6,0,1,0.22,0.2121,0.44,0.2537,4,36,40,7.0
10303,2012-03-10,1,1,3,0,6,0,1,0.22,0.2121,0.44,0.2985,15,96,111,8.0
10304,2012-03-10,1,1,3,0,6,0,1,0.24,0.2121,0.41,0.3284,21,127,148,9.0
10305,2012-03-10,1,1,3,0,6,0,1,0.26,0.2273,0.35,0.4179,47,176,223,10.0
10306,2012-03-10,1,1,3,0,6,0,1,0.3,0.2727,0.33,0.3284,56,218,274,11.0
10307,2012-03-10,1,1,3,0,6,0,1,0.3,0.2727,0.33,0.3284,88,241,329,12.0
10308,2012-03-10,1,1,3,0,6,0,1,0.32,0.303,0.29,0.2836,89,268,357,13.0
10309,2012-03-10,1,1,3,0,6,0,1,0.34,0.3182,0.27,0.2836,117,262,379,14.0
10310,2012-03-10,1,1,3,0,6,0,1,0.34,0.3636,0.25,0.194,132,274,406,15.0
10311,2012-03-10,1,1,3,0,6,0,1,0.36,0.3636,0.23,0.194,115,275,390,16.0
10312,2012-03-10,1,1,3,0,6,0,1,0.36,0.3788,0.23,0.194,104,250,354,17.0
10313,2012-03-10,1,1,3,0,6,0,1,0.36,0.3636,0.21,0.0896,67,230,297,18.0
10314,2012-03-10,1,1,3,0,6,0,1,0.34,0.3636,0.25,0.194,25,159,184,19.0
10315,2012-03-10,1,1,3,0,6,0,1,0.32,0.3333,0.33,0.1343,20,101,121,20.0
10316,2012-03-10,1,1,3,0,6,0,1,0.3,0.2879,0.39,0.2239,16,94,110,21.0
10317,2012-03-10,1,1,3,0,6,0,1,0.26,0.2576,0.44,0.1642,19,81,100,22.0
10318,2012-03-10,1,1,3,0,6,0,1,0.26,0.2576,0.41,0.194,6,77,83,23.0
10319,2012-03-11,1,1,3,0,0,0,1,0.26,0.2879,0.44,0.0896,7,62,69,0.0
10320,2012-03-11,1,1,3,0,0,0,1,0.24,0.2424,0.52,0.1642,4,57,61,1.0
10321,2012-03-11,1,1,3,0,0,0,1,0.24,0.2424,0.6,0.1343,15,51,66,3.0
